movie_title,rating
Marmaduke ,2.1
Hereafter ,3.25
Murder by Numbers ,3.05
Assassins ,3.15
Hannibal Rising ,3.1
The Story of Us ,2.95
The Host ,2.95
Basic ,3.25
Blood Work ,3.2
The International ,3.25
Escape from L.A. ,2.85
Twisted             ,3.75
The Iron Giant ,4.0
The Life Aquatic with Steve Zissou ,3.65
Free State of Jones ,3.35
The Life of David Gale ,3.75
Man of the House ,2.7
Run All Night ,3.3
Eastern Promises ,3.85
Into the Blue ,2.9
The Messenger: The Story of Joan of Arc ,3.2
Your Highness ,2.8
Dream House ,3.0
Mad City ,3.1
Baby's Day Out ,2.95
The Scarlet Letter ,2.55
Fair Game ,3.4
Defiance             ,3.5
Domino ,3.0
Jade ,2.55
Gamer ,2.9
Beautiful Creatures ,3.1
Death to Smoochy ,3.2
Zoolander 2 ,2.4
The Big Bounce ,2.45
What Planet Are You From? ,2.8
Drive Angry ,2.75
Street Fighter: The Legend of Chun-Li ,1.85
The One ,2.95
Outlander             ,4.25
The Adventures of Ford Fairlane ,3.15
Pirate Radio ,3.7
Traffic ,3.8
Indiana Jones and the Last Crusade ,4.15
Anna Karenina ,3.3
Chappie ,3.45
The Bone Collector ,3.35
Panic Room ,3.4
The Tooth Fairy ,2.3
Three Kings ,3.55
Child 44 ,3.2
Rat Race ,3.2
K-PAX ,3.7
Kate & Leopold ,3.2
Bedazzled ,3.0
The Cotton Club ,3.25
3:10 to Yuma ,3.9
Taken 3 ,3.0
Out of Sight ,3.5
The Cable Guy ,3.0
Earth ,3.9
Dick Tracy ,3.05
The Thomas Crown Affair ,3.4
Riding in Cars with Boys ,3.2
First Blood ,3.85
Solaris ,4.05
Happily N'Ever After ,2.25
Mary Reilly ,2.9
My Best Friend's Wedding ,3.15
America's Sweethearts ,2.85
Insomnia ,3.6
Star Trek: First Contact ,3.8
Jonah Hex ,2.35
Courage Under Fire ,3.3
Liar Liar ,3.4
The Infiltrator ,3.65
Inchon ,1.35
The Flintstones ,2.4
Taken 2 ,3.15
Scary Movie 3 ,2.75
Miss Congeniality ,3.1
Journey to the Center of the Earth ,2.9
The Princess Diaries 2: Royal Engagement ,2.85
The Pelican Brief ,3.25
The Client ,3.35
The Bucket List ,3.7
Patriot Games ,3.45
Monster-in-Law ,2.75
Prisoners ,4.05
Training Day ,3.85
Galaxy Quest ,3.65
Scary Movie 2 ,2.6
The Muppets ,3.55
Blade ,3.55
Coach Carter ,3.6
Changing Lanes ,3.25
Anaconda ,2.3
Coyote Ugly ,2.8
Love Actually ,3.85
A Bug's Life ,3.6
From Hell ,3.4
The Specialist ,2.7
Tin Cup ,3.15
"Yours, Mine and Ours ",3.6
Kicking & Screaming ,2.8
The Hitchhiker's Guide to the Galaxy ,3.4
Fat Albert ,2.15
Resident Evil: Extinction ,3.15
Blended ,3.25
Last Holiday ,3.2
The River Wild ,3.15
The Indian in the Cupboard ,2.95
Savages ,3.25
Cellular ,3.25
Johnny English ,3.05
The Ant Bully ,2.95
Dune ,3.3
Across the Universe ,3.7
Revolutionary Road ,3.65
16 Blocks ,3.3
Babylon A.D. ,2.8
The Glimmer Man ,2.65
Multiplicity ,3.0
Aliens in the Attic ,2.7
The Pledge ,3.4
The Producers ,3.2
Dredd ,3.55
The Phantom ,2.45
All the Pretty Horses ,2.9
Nixon ,3.55
The Ghost Writer ,3.6
Deep Rising ,3.0
Miracle at St. Anna ,3.0
Curse of the Golden Flower ,3.5
Bangkok Dangerous ,2.7
Big Trouble ,3.25
Love in the Time of Cholera ,3.2
The Returned             ,4.15
Shadow Conspiracy ,2.45
Johnny English Reborn ,3.15
Foodfight! ,0.85
Argo ,3.85
The Fugitive ,3.9
The Bounty Hunter ,2.75
Sleepers ,3.75
Rambo: First Blood Part II ,3.2
The Juror ,2.8
Pinocchio ,3.75
Heaven's Gate ,3.4
Underworld: Evolution ,3.4
Victor Frankenstein ,3.0
Finding Forrester ,3.65
28 Days ,3.0
Unleashed ,3.5
The Sweetest Thing ,2.55
The Firm ,3.4
Charlie St. Cloud ,3.25
The Mechanic ,3.3
21 Jump Street ,3.6
Notting Hill ,3.5
Chicken Run ,3.5
Along Came Polly ,2.95
Boomerang ,2.7
The Heat ,3.3
Cleopatra ,3.5
Here Comes the Boom ,3.25
High Crimes ,3.15
The Mirror Has Two Faces ,3.25
The Mothman Prophecies ,3.25
Brüno ,2.9
Licence to Kill ,3.3
Red Riding Hood ,2.7
15 Minutes ,3.05
Super Mario Bros. ,2.0
Lord of War ,3.8
Hero ,3.95
One for the Money ,2.65
The Interview ,3.3
The Warrior's Way ,3.15
McHale's Navy             ,3.75
Micmacs ,3.6
8 Mile ,3.5
Animal Kingdom: Let's go Ape ,2.45
A Knight's Tale ,3.45
The Medallion ,2.6
The Sixth Sense ,4.05
Man on a Ledge ,3.3
The Big Year ,3.1
The Karate Kid ,3.6
American Hustle ,3.65
The Proposal ,3.35
Double Jeopardy ,3.2
Back to the Future Part II ,3.9
Lucy ,3.2
Fifty Shades of Grey ,2.05
Spy Kids 3-D: Game Over ,2.05
A Time to Kill ,3.7
Cheaper by the Dozen ,2.9
Lone Survivor ,3.8
A League of Their Own ,3.6
The Conjuring 2 ,3.9
The Social Network ,3.85
He's Just Not That Into You ,3.2
Scary Movie 4 ,2.55
Scream 3 ,2.75
Back to the Future Part III ,3.7
Get Hard ,3.0
Bram Stoker's Dracula ,3.75
Julie & Julia ,3.5
42 ,3.75
The Talented Mr. Ripley ,3.65
Dumb and Dumber To ,2.85
Eight Below ,3.65
The Intern ,3.6
Ride Along 2 ,2.95
The Last of the Mohicans ,3.9
Ray ,3.85
Sin City ,4.05
Vantage Point ,3.3
"I Love You, Man ",3.55
Shallow Hal ,2.95
JFK ,4.0
Big Momma's House 2 ,2.3
The Mexican ,3.05
Unbroken ,3.6
17 Again ,3.2
The Other Woman ,3.0
The Final Destination ,2.6
Bridge of Spies ,3.8
Behind Enemy Lines ,3.2
Get Him to the Greek ,3.2
Shall We Dance ,3.05
Small Soldiers ,3.05
Spawn ,2.6
The Count of Monte Cristo ,3.85
The Lincoln Lawyer ,3.65
Unknown ,3.45
The Prestige ,4.25
Horrible Bosses 2 ,3.15
Escape from Planet Earth ,2.95
Apocalypto ,3.9
The Living Daylights ,3.35
Predators ,3.2
Legal Eagles ,2.95
Secret Window ,3.3
The Lake House ,3.4
The Skeleton Key ,3.25
The Odd Life of Timothy Green ,3.3
Made of Honor ,2.9
Jersey Boys ,3.45
The Rainmaker ,3.55
Gothika ,2.9
Amistad ,3.6
Medicine Man ,3.0
Aliens vs. Predator: Requiem ,2.35
Ri¢hie Ri¢h ,2.6
Autumn in New York ,2.75
Music and Lyrics ,3.25
Paul ,3.5
The Guilt Trip ,2.9
Scream 4 ,3.1
8MM ,3.25
The Doors ,3.6
Sex Tape ,2.55
Hanging Up ,2.35
Final Destination 5 ,2.95
Mickey Blue Eyes ,2.9
Pay It Forward ,3.6
Fever Pitch ,3.1
Arthur             ,3.7
Drillbit Taylor ,2.85
A Million Ways to Die in the West ,3.05
The Shadow ,3.0
Extremely Loud & Incredibly Close ,3.45
Morning Glory ,3.25
Get Rich or Die Tryin' ,2.5
The Art of War ,2.85
Rent ,3.5
Bless the Child ,2.55
The Out-of-Towners ,2.65
The Island of Dr. Moreau ,2.2
The Musketeer ,2.35
The Other Boleyn Girl ,3.35
Sweet November ,3.35
The Reaping ,2.85
Mean Streets ,3.7
Renaissance Man ,3.05
Colombiana ,3.2
The Magic Sword: Quest for Camelot ,3.1
City by the Sea ,3.1
At First Sight ,2.95
Torque ,2.0
City Hall ,3.1
Showgirls ,2.3
Marie Antoinette ,3.2
Kiss of Death ,2.95
Get Carter ,2.55
The Impossible ,3.8
Ishtar ,2.1
Fantastic Mr. Fox ,3.9
Life or Something Like It ,2.9
Memoirs of an Invisible Man ,2.95
Amélie ,4.2
New York Minute ,2.4
Alfie ,3.1
Big Miracle ,3.25
The Deep End of the Ocean ,3.15
Feardotcom ,1.65
Cirque du Freak: The Vampire's Assistant ,2.95
Victor Frankenstein ,3.0
Duplex ,2.9
Soul Men ,3.25
Raise the Titanic ,2.35
Universal Soldier: The Return ,2.05
Pandorum ,3.4
Impostor ,3.1
Extreme Ops ,2.25
Just Visiting ,2.9
Sunshine ,3.65
A Thousand Words ,2.95
Delgo ,2.2
The Gunman ,2.9
Alex Rider: Operation Stormbreaker ,2.55
Disturbia ,3.45
Hackers ,3.1
The Hunting Party ,3.45
The Hudsucker Proxy ,3.65
The Warlords ,3.55
Nomad: The Warrior ,3.0
Snowpiercer ,3.5
A Monster in Paris ,3.4
The Last Shot ,2.85
The Crow ,3.8
Baahubali: The Beginning ,4.2
The Time Traveler's Wife ,3.55
Because I Said So ,2.8
The Fast and the Furious ,3.35
Frankenweenie ,3.5
Serenity ,4.0
Against the Ropes ,2.65
Superman III ,2.45
Grudge Match ,3.2
Red Cliff ,3.7
Sweet Home Alabama ,3.05
The Ugly Truth ,3.25
Sgt. Bilko ,2.85
Spy Kids 2: Island of Lost Dreams ,2.55
Star Trek: Generations ,3.3
The Grandmaster ,3.25
Water for Elephants ,3.45
3rd Rock from the Sun             ,3.9
Dragon Nest: Warriors' Dawn ,3.2
The Hurricane ,3.8
Enough ,2.8
Heartbreakers ,3.1
Paul Blart: Mall Cop 2 ,2.2
Angel Eyes ,2.8
Joe Somebody ,2.75
The Ninth Gate ,3.35
Extreme Measures ,3.05
Rock Star ,3.1
Precious ,3.65
White Squall ,3.3
The Thing ,4.1
Riddick ,3.2
Switchback ,3.2
Texas Rangers ,2.6
City of Ember ,3.25
The Master ,3.55
Virgin Territory ,2.4
The Express ,3.65
The 5th Wave ,2.6
Creed ,3.85
The Town ,3.8
What to Expect When You're Expecting ,2.85
Burn After Reading ,3.5
Nim's Island ,3.0
Rush ,4.05
Magnolia ,4.0
Cop Out ,2.8
How to Be Single ,3.05
Dolphin Tale ,3.45
Twilight ,2.6
John Q ,3.5
Blue Streak ,3.15
We're the Millers ,3.5
Obitaemyy ostrov ,2.65
Breakdown ,3.45
Never Say Never Again ,3.1
Hot Tub Time Machine ,3.2
Dolphin Tale 2 ,3.2
Reindeer Games ,2.85
A Man Apart ,3.05
Aloha ,2.7
Ghosts of Mississippi ,3.35
Snow Falling on Cedars ,3.4
The Rite ,3.0
Gattaca ,3.9
Isn't She Great ,2.65
Space Chimps ,2.25
Head of State ,2.7
The Hangover ,3.9
Ip Man 3 ,3.6
Austin Powers: The Spy Who Shagged Me ,3.3
Batman ,3.8
There Be Dragons ,2.95
Lethal Weapon 3 ,3.35
The Blind Side ,3.85
Rush Hour             ,2.9
Spy Kids ,2.7
Horrible Bosses ,3.45
True Grit ,3.85
The Devil Wears Prada ,3.4
Star Trek: The Motion Picture ,3.2
Identity Thief ,2.85
Cape Fear ,3.65
21 ,3.4
Trainwreck ,3.15
Guess Who ,2.95
The English Patient ,3.7
L.A. Confidential ,4.15
Sky High ,3.1
In & Out ,3.15
Species ,2.9
A Nightmare on Elm Street ,3.75
The Cell ,3.15
The Man in the Iron Mask ,3.2
Secretariat ,3.6
TMNT ,3.15
Radio ,3.45
Friends with Benefits ,3.3
Neighbors 2: Sorority Rising ,3.0
Saving Mr. Banks ,3.75
Malcolm X ,3.85
This Is 40 ,3.1
Old Dogs ,2.7
Underworld: Rise of the Lycans ,3.3
License to Wed ,2.65
The Benchwarmers ,2.8
Must Love Dogs ,2.95
Donnie Brasco ,3.9
Resident Evil ,3.35
Poltergeist ,3.7
The Ladykillers ,3.1
Max Payne ,2.7
In Time ,3.35
The Back-up Plan ,2.65
Something Borrowed ,2.95
Hit the Floor             ,3.5
Black Knight ,2.4
The Bad News Bears ,3.65
Street Fighter ,1.9
The Pianist ,4.25
From Hell ,3.4
The Nativity Story ,3.4
House of Wax ,2.65
Closer ,3.65
J. Edgar ,3.3
Mirrors ,3.1
Queen of the Damned ,2.6
Predator 2 ,3.1
Untraceable ,3.1
Blast from the Past ,3.3
Flash Gordon ,3.2
Jersey Girl ,3.1
Alex Cross ,2.55
Midnight in the Garden of Good and Evil ,3.3
Heist ,3.05
Nanny McPhee Returns ,3.05
Hoffa ,3.3
The X Files: I Want to Believe ,2.95
Ella Enchanted ,3.15
Concussion ,3.55
Abduction ,2.5
Valiant ,2.8
Wonder Boys ,3.7
Superhero Movie ,2.25
Broken City ,3.1
Cursed ,2.5
Premium Rush ,3.25
Hot Pursuit ,2.55
The Four Feathers ,3.25
Parker ,3.1
Wimbledon ,3.15
Furry Vengeance ,1.9
Bait ,2.6
Krull ,3.0
Lions for Lambs ,3.1
Flight of the Intruder ,2.85
Walk Hard: The Dewey Cox Story ,3.35
The Shipping News ,3.4
American Outlaws ,3.0
The Young Victoria ,3.65
Whiteout ,2.75
The Tree of Life ,3.35
Knock Off ,2.4
Sabotage ,2.85
The Order ,2.55
Punisher: War Zone ,3.0
Zoom ,2.1
The Walk ,3.7
Warriors of Virtue ,2.3
A Good Year ,3.45
Luther             ,4.3
Radio Flyer ,3.45
"Blood In, Blood Out ",4.0
Smilla's Sense of Snow ,3.2
Femme Fatale ,3.15
Lion of the Desert ,4.2
The Horseman on the Roof ,3.55
Ride with the Devil ,3.4
Biutiful ,3.75
The Lovers ,2.25
Bandidas ,2.85
Black Water Transit ,3.6
The Maze Runner ,3.4
Unfinished Business ,2.7
The Age of Innocence ,3.6
The Fountain ,3.65
Chill Factor ,2.6
Stolen ,2.75
Ponyo ,3.85
The Longest Ride ,3.55
The Astronaut's Wife ,2.65
I Dreamed of Africa ,2.8
Playing for Keeps ,2.85
Mandela: Long Walk to Freedom ,3.55
Reds ,3.75
A Few Good Men ,3.8
Exit Wounds ,2.75
Big Momma's House ,2.55
Thunder and the House of Magic ,3.15
The Darkest Hour ,2.45
Step Up Revolution ,3.25
Snakes on a Plane ,2.8
The Watcher ,2.65
The Punisher ,3.25
Goal! The Dream Begins ,3.4
Safe ,3.25
Pushing Tin ,3.0
Star Wars: Episode VI - Return of the Jedi ,4.2
Doomsday ,3.0
The Reader ,3.8
Wanderlust ,2.8
Elf ,3.45
Phenomenon ,3.2
Snow Dogs ,2.55
Scrooged ,3.5
Nacho Libre ,2.85
Bridesmaids ,3.4
This Is the End ,3.35
Stigmata ,3.1
Men of Honor ,3.6
Takers ,3.1
The Big Wedding ,2.8
"Big Mommas: Like Father, Like Son ",2.2
Source Code ,3.75
Alive ,3.55
The Number 23 ,3.2
The Young and Prodigious T.S. Spivet ,3.55
1941 ,2.95
Dreamer: Inspired by a True Story ,3.45
A History of Violence ,3.75
Transporter 2 ,3.15
The Quick and the Dead ,3.2
Laws of Attraction ,2.95
Bringing Out the Dead ,3.4
Repo Men ,3.15
Dragon Wars: D-War ,1.8
Bogus ,2.65
The Incredible Burt Wonderstone ,2.95
Cats Don't Dance ,3.45
Cradle Will Rock ,3.45
The Good German ,3.05
George and the Dragon ,2.85
Apocalypse Now ,4.25
Going the Distance ,3.15
Mr. Holland's Opus ,3.65
Criminal ,3.15
Out of Africa ,3.6
Flight ,3.65
Moonraker ,3.15
The Grand Budapest Hotel ,4.05
Hearts in Atlantis ,3.45
Arachnophobia ,3.15
Frequency ,3.65
Ghostbusters ,2.75
Vacation ,3.05
Get Shorty ,3.45
Chicago ,3.6
Big Daddy ,3.2
American Pie 2 ,3.2
Toy Story ,4.15
Speed ,3.6
The Vow ,3.4
Extraordinary Measures ,3.25
Remember the Titans ,3.9
The Hunt for Red October ,3.8
Lee Daniels' The Butler ,3.6
Dodgeball: A True Underdog Story ,3.35
The Addams Family ,3.4
Ace Ventura: When Nature Calls ,3.15
The Princess Diaries ,3.1
The First Wives Club ,3.1
Se7en ,4.3
District 9 ,4.0
The SpongeBob SquarePants Movie ,3.5
Mystic River ,4.0
Million Dollar Baby ,4.05
Analyze This ,3.35
The Notebook ,3.95
27 Dresses ,3.05
Hannah Montana: The Movie ,2.1
Rugrats in Paris: The Movie ,3.05
The Prince of Tides ,3.3
Legends of the Fall ,3.75
Up in the Air ,3.7
About Schmidt ,3.6
Warm Bodies ,3.45
Looper ,3.7
Down to Earth ,2.7
Babe ,3.4
Hope Springs ,3.15
Forgetting Sarah Marshall ,3.6
Friday Night Lights             ,4.35
Four Brothers ,3.45
Baby Mama ,3.0
Hope Floats ,2.95
Bride Wars ,2.7
Without a Paddle ,2.95
13 Going on 30 ,3.05
Midnight in Paris ,3.85
The Nut Job ,2.9
Blow ,3.8
Message in a Bottle ,3.05
Star Trek V: The Final Frontier ,2.7
Like Mike ,2.55
Naked Gun 33 1/3: The Final Insult ,3.2
A View to a Kill ,3.15
The Curse of the Were-Rabbit ,3.75
P.S. I Love You ,3.55
Racing Stripes ,2.6
Atonement ,3.9
Letters to Juliet ,3.25
Black Rain ,3.3
The Three Stooges ,2.55
Corpse Bride ,3.7
Glory Road ,3.6
Sicario ,3.8
Southpaw ,3.75
Drag Me to Hell ,3.3
The Age of Adaline ,3.6
Secondhand Lions ,3.8
Step Up 3D ,3.1
Blue Crush ,2.8
Stranger Than Fiction ,3.8
30 Days of Night ,3.3
The Cabin in the Woods ,3.5
Meet the Spartans ,1.35
Midnight Run ,3.8
The Running Man ,3.3
Little Shop of Horrors ,3.45
Hanna ,3.4
The Family             ,3.75
Mortal Kombat: Annihilation ,1.85
Larry Crowne ,3.05
Carrie ,2.95
Take the Lead ,3.35
Entourage             ,4.25
Gridiron Gang ,3.45
What's the Worst That Could Happen? ,2.75
9 ,3.55
Side Effects ,3.55
The Prince and Me ,2.95
Winnie the Pooh ,3.65
Dumb and Dumberer: When Harry Met Lloyd ,1.7
Bulworth ,3.4
Get on Up ,3.45
One True Thing ,3.5
Virtuosity ,2.75
My Super Ex-Girlfriend ,2.55
Deliver Us from Evil ,3.1
Sanctum ,2.95
Little Black Book ,2.6
The Five-Year Engagement ,3.1
Mr 3000 ,2.75
The Next Three Days ,3.7
Ultraviolet ,2.2
Assault on Precinct 13 ,3.15
The Replacement Killers ,3.05
Fled ,2.65
Eight Legged Freaks ,2.7
Love & Other Drugs ,3.35
88 Minutes ,2.95
North Country ,3.65
The Whole Ten Yards ,2.75
Splice ,2.9
Howard the Duck ,2.3
Pride and Glory ,3.35
The Cave ,2.55
Alex & Emma ,2.8
Wicker Park ,3.5
Fright Night ,3.2
The New World ,3.35
Wing Commander ,2.05
In Dreams ,2.75
Dragonball: Evolution ,1.35
The Last Stand ,3.2
Godsend ,2.4
Chasing Liberty ,3.05
Hoodwinked Too! Hood vs. Evil ,2.4
An Unfinished Life ,3.5
The Imaginarium of Doctor Parnassus ,3.4
Barney's Version ,3.65
Trapped             ,4.1
Runner Runner ,2.8
Antitrust ,3.05
Glory ,3.95
Once Upon a Time in America ,4.2
Dead Man Down ,3.25
The Merchant of Venice ,3.55
The Good Thief ,3.3
Supercross ,2.0
Miss Potter ,3.5
The Promise ,2.8
DOA: Dead or Alive ,2.4
The Assassination of Jesse James by the Coward Robert Ford ,3.75
1911 ,3.0
Little Nicholas ,3.6
Wild Card ,2.8
Machine Gun Preacher ,3.4
Animals United ,2.45
The Color of Freedom ,3.55
United Passions ,1.0
Grace of Monaco ,2.85
A Warrior's Tail ,2.05
Ripley's Game ,3.35
Sausage Party ,3.75
Pitch Perfect 2 ,3.25
Walk the Line ,3.95
12 Monkeys             ,3.8
Keeping the Faith ,3.2
The Borrowers ,2.9
Frost/Nixon ,3.85
Confessions of a Dangerous Mind ,3.55
Serving Sara ,2.65
The Boss ,2.65
Cry Freedom ,3.75
Mumford ,3.45
Seed of Chucky ,2.45
The Jacket ,3.55
Aladdin ,4.0
Straight Outta Compton ,3.95
Indiana Jones and the Temple of Doom ,3.8
The Rugrats Movie ,2.95
Along Came a Spider ,3.15
Florence Foster Jenkins ,3.55
Once Upon a Time in Mexico ,3.2
Die Hard ,4.1
Role Models ,3.45
The Big Short ,3.9
Taking Woodstock ,3.35
Miracle ,3.75
Dawn of the Dead ,3.7
The Wedding Planner ,2.6
Harlock: Space Pirate ,3.25
The Royal Tenenbaums ,3.8
Identity ,3.65
Last Vegas ,3.3
For Your Eyes Only ,3.4
Serendipity ,3.45
Timecop ,2.9
Zoolander ,3.3
Safe Haven ,3.35
Hocus Pocus ,3.35
No Reservations ,3.15
Kick-Ass ,3.85
30 Minutes or Less ,3.05
Dracula 2000 ,2.45
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",3.1
Pride & Prejudice ,3.9
Blade Runner ,4.1
Rob Roy ,3.45
3 Days to Kill ,3.1
We Own the Night ,3.45
Lost Souls ,2.4
Winged Migration ,4.0
Just My Luck ,2.65
"Mystery, Alaska ",3.35
The Spy Next Door ,2.7
A Simple Wish ,2.7
Ghosts of Mars ,2.45
Our Brand Is Crisis ,3.05
Pride and Prejudice and Zombies ,2.9
Kundun ,3.5
How to Lose Friends & Alienate People ,3.25
Kick-Ass 2 ,3.3
Captain Alatriste: The Spanish Musketeer ,3.05
Brick Mansions ,2.85
Octopussy ,3.3
Knocked Up ,3.5
My Sister's Keeper ,3.7
"Welcome Home, Roscoe Jenkins ",2.65
A Passage to India ,3.7
Notes on a Scandal ,3.7
Rendition ,3.4
Limitless             ,3.95
Star Trek VI: The Undiscovered Country ,3.6
Divine Secrets of the Ya-Ya Sisterhood ,3.0
The Jungle Book ,3.9
Kiss the Girls ,3.3
The Blues Brothers ,3.95
The Sisterhood of the Traveling Pants 2 ,3.1
Joyful Noise ,2.85
About a Boy ,3.55
Lake Placid ,2.8
Lucky Number Slevin ,3.9
The Right Stuff ,3.95
Anonymous ,3.45
The NeverEnding Story ,3.7
Dark City ,3.85
The Duchess ,3.45
The Honeymooners             ,4.35
Return to Oz ,3.35
The Newton Boys ,3.0
Case 39 ,3.1
Suspect Zero ,2.95
Martian Child ,3.4
Spy Kids: All the Time in the World in 4D ,1.8
Money Monster ,3.35
Formula 51 ,3.15
Flawless ,3.2
Mindhunters ,3.2
What Just Happened ,2.85
The Statement ,3.1
The Magic Flute ,3.3
Paul Blart: Mall Cop ,2.6
Freaky Friday ,3.05
The 40-Year-Old Virgin ,3.55
Shakespeare in Love ,3.6
A Walk Among the Tombstones ,3.25
Kindergarten Cop ,3.0
Pineapple Express ,3.5
Ever After: A Cinderella Story ,3.5
Open Range ,3.75
Flatliners ,3.3
It's Always Sunny in Philadelphia             ,4.4
A Bridge Too Far ,3.7
Red Eye ,3.25
Final Destination 2 ,3.1
"O Brother, Where Art Thou? ",3.9
Legion ,2.6
Pain & Gain ,3.25
In Good Company ,3.25
Clockstoppers ,2.6
Silverado ,3.6
Brothers ,3.55
Agent Cody Banks 2: Destination London ,2.25
New Year's Eve ,2.85
Original Sin ,3.0
The Raven ,3.2
Welcome to Mooseport ,2.6
Highlander: The Final Dimension ,2.15
Blood and Wine ,3.05
Snow White: A Tale of Terror ,3.15
The Curse of the Jade Scorpion ,3.4
Accidental Love ,2.0
Flipper ,2.6
Self/less ,3.25
The Constant Gardener ,3.75
The Passion of the Christ ,3.55
Mrs. Doubtfire ,3.45
Rain Man ,4.0
Gran Torino ,4.1
W. ,3.2
Taken ,3.95
The Best of Me ,3.35
The Bodyguard ,3.05
Schindler's List ,4.45
The Help ,4.05
The Fifth Estate ,3.1
Scooby-Doo 2: Monsters Unleashed ,2.45
Viy ,2.7
Freddy vs. Jason ,2.9
The Face of an Angel ,2.35
Jimmy Neutron: Boy Genius ,3.0
Cloverfield ,3.5
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,3.0
The Untouchables ,3.95
No Country for Old Men ,4.05
Ride Along ,3.1
Bridget Jones's Diary ,3.35
Chocolat ,3.65
"Legally Blonde 2: Red, White & Blonde ",2.3
Parental Guidance ,3.05
No Strings Attached ,3.1
Tombstone ,3.9
Romeo Must Die ,3.05
The Omen ,3.8
Final Destination 3 ,2.9
The Lucky One ,3.25
Bridge to Terabithia ,3.6
Finding Neverland ,3.9
A Madea Christmas ,2.35
The Grey ,3.4
Hide and Seek ,2.95
Anchorman: The Legend of Ron Burgundy ,3.6
Goodfellas ,4.35
Agent Cody Banks ,2.5
Nanny McPhee ,3.3
Scarface ,4.15
Nothing to Lose ,3.35
The Last Emperor ,3.9
Contraband ,3.25
Money Talks ,3.05
There Will Be Blood ,4.05
The Wild Thornberrys Movie ,2.6
Rugrats Go Wild ,2.8
Undercover Brother ,2.9
The Sisterhood of the Traveling Pants ,3.3
Kiss of the Dragon ,3.3
The House Bunny ,2.75
Beauty Shop ,2.75
Million Dollar Arm ,3.5
The Giver ,3.25
What a Girl Wants ,2.9
Jeepers Creepers II ,2.8
Good Luck Chuck ,2.8
Cradle 2 the Grave ,2.9
The Hours ,3.8
She's the Man ,3.2
Mr. Bean's Holiday ,3.15
Anacondas: The Hunt for the Blood Orchid ,2.3
Blood Ties ,3.25
August Rush ,3.75
Elizabeth ,3.75
Bride of Chucky ,2.65
Tora! Tora! Tora! ,3.75
Spice World ,1.65
The Sitter ,2.85
Dance Flick ,1.75
The Shawshank Redemption ,4.65
Crocodile Dundee in Los Angeles ,2.4
Kingpin ,3.45
The Gambler ,3.0
August: Osage County ,3.65
Ice Princess ,3.0
A Lot Like Love ,3.3
Eddie the Eagle ,3.75
He Got Game ,3.45
Don Juan DeMarco ,3.4
Shaun the Sheep             ,4.15
Dear John ,3.15
The Losers ,3.2
Don't Be Afraid of the Dark ,2.8
War ,3.15
Punch-Drunk Love ,3.65
EuroTrip ,3.3
Half Past Dead ,2.3
Unaccompanied Minors ,2.55
"Bright Lights, Big City ",2.8
The Adventures of Pinocchio ,2.65
The Greatest Game Ever Played ,3.75
The Box ,2.8
The Ruins ,2.95
The Next Best Thing ,2.35
My Soul to Take ,2.4
The Girl Next Door ,3.4
Maximum Risk ,2.7
Stealing Harvard ,2.55
Legend ,3.5
Hot Rod ,3.35
Shark Night 3D ,2.0
Angela's Ashes ,3.65
Draft Day ,3.4
Lifeforce ,3.05
The Powerpuff Girls             ,3.6
The Conspirator ,3.5
Lords of Dogtown ,3.55
The 33 ,3.45
Big Trouble in Little China ,3.65
A Perfect Plan ,3.15
Warrior ,4.1
Michael Collins ,3.55
Gettysburg ,3.85
Stop-Loss ,3.25
Abandon ,2.45
Brokedown Palace ,3.2
The Possession ,2.95
Mrs. Winterbourne ,3.1
Straw Dogs ,2.9
The Hoax ,3.35
Stone Cold ,2.95
The Road ,3.65
Sheena ,2.4
Underclassman ,2.05
Say It Isn't So ,2.45
The World's Fastest Indian ,3.95
Snakes on a Plane ,2.8
Tank Girl ,2.6
King's Ransom ,2.05
Blindness ,3.3
BloodRayne ,1.45
Carnage ,3.6
Where the Truth Lies ,3.25
Cirque du Soleil: Worlds Away ,3.4
Without Limits ,3.6
Me and Orson Welles ,3.4
The Best Offer ,3.9
Bad Lieutenant: Port of Call New Orleans ,3.35
A Turtle's Tale: Sammy's Adventures ,3.05
Little White Lies ,3.55
Love Ranch ,2.85
The True Story of Puss'N Boots ,1.45
Space Dogs ,2.6
The Counselor ,2.65
Ironclad ,3.1
Waterloo ,3.65
Kung Fu Killer ,3.25
Red Sky ,2.05
Dangerous Liaisons ,3.85
On the Road ,3.05
Star Trek IV: The Voyage Home ,3.65
Rocky Balboa ,3.6
Point Break ,2.65
Scream 2 ,3.05
Jane Got a Gun ,2.9
Think Like a Man Too ,2.85
The Whole Nine Yards ,3.35
Footloose ,3.25
Old School ,3.6
The Fisher King ,3.8
I Still Know What You Did Last Summer ,2.3
Return to Me ,3.45
Zack and Miri Make a Porno ,3.3
Nurse Betty ,3.15
The Men Who Stare at Goats ,3.1
Double Take ,2.65
"Girl, Interrupted ",3.65
Win a Date with Tad Hamilton! ,2.8
Muppets from Space ,3.1
The Wiz ,2.6
Ready to Rumble ,2.65
Play It to the Bone ,2.7
I Don't Know How She Does It ,2.45
Piranha 3D ,2.75
Beyond the Sea ,3.35
